ym164814	tt1111422
ym166244	tt0009688
ym147638	tt0117002
ym143929	tt0041737
ym172198	tt0044511
ym173976	tt0069212
ym144629	tt0139239
ym151229	tt0363276
ym150151	tt0116168
ym145458	tt0363163
ym152527	tt0112323
ym154373	tt0363685
ym166101	tt0004086
ym178389	tt0048576
ym155864	tt0027421
ym169270	tt0140642
ym165565	tt0106722
ym152879	tt0018860
ym168263	tt0051114
ym148772	tt0118956
ym175316	tt0474694
ym155700	tt0839824
ym146233	tt0044937
ym152732	tt0303794
ym152905	tt0443331
ym142970	tt0088763
ym168948	tt0073766
ym161850	tt0002702
ym175811	tt0044612
ym152478	tt0036324
ym146727	tt0095270
ym151682	tt0195231
ym146534	tt0054649
ym176482	tt0204701
ym171638	tt0115608
ym148741	tt0104298
ym162827	tt0070190
ym162373	tt0337640
ym167247	tt0071459
ym184012	tt0035065
ym164970	tt0352925
ym152077	tt0050665
ym157569	tt0299966
ym169325	tt0045087
ym152866	tt0103069
ym154860	tt0063275
ym149848	tt0008499
ym156118	tt0091975
ym158780	tt0313951
ym148440	tt0366579
ym167016	tt0030322
ym146628	tt0095348
ym167386	tt0053839
ym160014	tt0488962
ym170340	tt0067386
ym166908	tt0047839
ym160475	tt0081382
ym159911	tt0080464
ym175534	tt1453408
ym179959	tt1024984
ym182400	tt1479780
ym181245	tt0104672
ym153010	tt0025704
ym160086	tt0053901
ym146416	tt0087866
ym161627	tt0297234
ym159672	tt0060148
ym177732	tt0293675
ym142937	tt0101458
ym149615	tt0210727
ym161465	tt0013194
ym157948	tt0101273
ym163257	tt0013629
ym162855	tt0027367
ym153292	tt0443496
ym174524	tt1341795
ym156954	tt0035813
ym169164	tt0854670
ym157069	tt0822827
ym145205	tt0115798
ym147308	tt0034251
ym149210	tt0065839
ym161751	tt0001431
ym164317	tt0012109
ym151185	tt0059094
ym152135	tt0397853
ym181318	tt0053747
ym151901	tt0078295
ym162554	tt0086950
ym143003	tt0120338
ym154925	tt0096426
ym174818	tt0046236
ym146555	tt0049370
ym163780	p1874335
ym158479	tt0119844
ym181368	tt0326165
ym180650	tt0032039
ym164146	tt0014303
ym157150	tt0028103
ym156016	tt0042779
ym150316	tt0044487
ym170177	tt0084040
ym180378	tt0060239
ym146508	tt0072962
ym151748	tt0111002
ym158556	tt0029852
ym144539	tt0085244
ym165176	tt0015834
ym175436	tt0022796
ym155980	tt0036900
ym175861	tt1093357
ym156026	tt0048315
ym156122	tt0277810
ym169098	tt0119426
ym162206	tt0175777
ym170261	tt1075747
ym167174	tt0024436
ym142865	tt0082096
ym178647	tt0816562
ym165311	tt1076252
ym143988	tt0108002
ym175274	tt1509636
ym166130	tt0006117
ym169157	tt0039922
ym166521	tt1157560
ym171395	tt0039157
ym178711	tt0030071
ym165722	tt0052283
ym170653	tt0045961
ym183008	tt0033738
ym151149	tt0217990
ym165825	tt0342147
ym168046	tt0058751
ym150060	tt0472278
ym179858	tt0012548
ym182356	tt0041733
ym169340	tt0026740
ym163032	tt0040971
ym172069	tt0110036
ym173540	tt0051939
ym143361	tt0076095
ym164486	tt0306071
ym167335	tt1233499
ym173435	tt0467461
ym177959	tt0224042
ym178035	tt0401091
ym145069	tt0109450
ym175295	tt0030424
ym179405	tt00208783
ym145860	tt0039677
ym173380	tt0976246
ym174060	tt0193746
ym143233	tt0023427
ym153566	tt0102800
ym149513	tt0077588
ym149267	tt0317740
ym183239	tt0303260
ym169450	tt84538
ym152220	tt0064241
ym170448	tt0007355
ym163401	tt0099460
ym162767	tt0038967
ym183326	tt0070148
ym168039	tt1233227
ym183792	tt0304720
ym157174	tt0041176
ym152571	tt0265709
ym157217	tt0040946
ym183595	tt0087337
ym149065	tt0100924
ym173618	tt0099312
ym167671	tt0054007
ym179492	tt0089240
ym171667	tt0023669
ym181446	tt0029118
ym166892	tt0049783
ym175252	tt0061576
ym146086	tt0029992
ym158320	tt0038909
ym174573	tt1307897
ym170832	tt0079997
ym177866	tt0058735
ym171905	tt1457045
ym149256	tt0005810
ym160506	tt0039320
ym165031	tt0476991
ym164502	tt385277
ym148314	tt0083511
ym156447	tt0756217
ym151314	tt0289181
ym159533	tt0079892
ym154269	tt0479275
ym152088	tt0019062
ym157102	tt0068306
ym161432	tt0007819
ym142924	tt0104036
ym168004	tt0082842
ym148516	tt0005571
ym182436	tt0032411
ym177173	tt0104057
ym165200	tt0016150
ym155387	tt0055612
ym178330	tt0101479
ym163517	tt0196857
ym168010	tt0037204
ym163279	tt0019843
ym168353	tt0036386
ym151975	tt0281924
ym156211	tt0116275
ym156828	tt0186828
ym182471	tt0034117
ym147448	tt0408790
ym181791	tt1360061
ym168882	tt0051466
ym155996	tt0042873
ym146624	tt0102299
ym145006	tt0067388
ym157021	tt0036699
ym164537	tt0037632
ym160632	tt0871867
ym176586	tt1131746
ym143413	tt0097239
ym183869	tt0022914
ym172295	tt0014672
ym174516	tt0022335
ym169316	tt1129410
ym178032	tt0317226
ym170992	tt0092993
ym162330	tt0005753
ym147044	tt0032273
ym167655	tt0042748
ym167137	tt0167925
ym167158	tt0031051
ym164310	tt0027697
ym175265	tt0023180
ym157778	tt0067822
ym172257	tt0104783
ym169246	tt0085893
ym175065	tt1295091
ym173614	tt0100100
ym153469	tt052560
ym161042	tt0047821
ym158255	tt0033269
ym160368	tt0066093
ym158826	tt0052616
ym165214	tt0016879
ym152173	tt0177068
ym161298	tt0250135
ym168542	tt0368231
ym151999	tt0065484
ym146038	tt0252028
ym159890	tt0206238
ym184282	tt1545986
ym179574	tt0067997
ym166127	tt0005734
ym150859	tt0110115
ym169646	tt0170774
ym162927	tt0008211
ym174061	tt0056429
ym180886	tt0996948
ym142983	tt0025316
ym160443	tt0107319
ym143686	tt0084565
ym154114	tt0116391
ym167650	tt0168355
ym159243	tt0064506
ym146138	tt0375210
ym143679	tt0037885
ym184287	tt0035448
ym162905	tt0772185
ym144282	tt0056217
ym163999	tt0012925
ym179378	tt0048649
ym158649	tt0116167
ym171669	tt0039999
ym152784	tt0415949
ym143141	tt0041959
ym147845	tt0037644
ym170941	tt0083962
ym176155	tt0192472
ym145684	tt0405469
ym156984	tt0028527
ym165712	tt0362761
ym148968	tt0075612
ym183069	tt0001776
ym166365	tt0001949
ym147700	tt0038984
ym147536	tt0036443
ym175577	tt0096465
ym179308	tt0841925
ym147703	tt0395972
ym167315	tt1390821
ym154080	tt0867359
ym174253	tt0034509
ym166388	tt0319115
ym143766	tt0120587
ym152576	tt0115742
ym146096	tt0101798
ym176156	tt0178705
ym172592	tt1324076
ym163529	tt0082017
ym146492	tt0036777
ym178061	tt0183710
ym174985	tt0025998
ym150539	tt0039515
ym173975	tt0066890
ym144735	tt0208874
ym143433	tt0112384
ym153394	tt0079117
ym177679	tt0119477
ym143860	tt0256415
ym167160	tt0007202
ym150697	tt0041495
ym157199	tt0480025
ym145094	tt0038250
ym150824	tt0029971
ym150186	tt0269743
ym164500	tt0035258
ym172543	tt0076561
ym153776	tt0838221
ym168254	tt1390851
ym173216	tt0054298
ym153189	tt0111712
ym143071	tt0027300
ym151756	tt0113729
ym181257	tt0424802
ym142971	tt0056172
ym166084	tt0004204
ym158155	tt0139951
ym166162	tt0924003
ym168690	tt0369446
ym144522	tt0083767
ym181735	tt1426358
ym172536	tt0017666
ym168905	tt0293573
ym171511	tt0109501
ym162348	tt0007148
ym157806	tt0042343
ym153859	tt0445990
ym163109	tt0010256
ym153645	tt1053859
ym179860	tt0914369
ym159703	tt0991164
ym175030	tt1439224
ym178106	tt0443314
ym148503	tt0116151
ym169198	tt1082601
ym161061	tt0272795
ym157901	tt0162662
ym176367	tt1680096
ym167096	tt0023986
ym160509	tt0178195
ym153264	tt0243991
ym151860	tt0382271
ym159094	tt0253200
ym168438	tt0135673
ym153655	tt0498348
ym166241	tt0009058
ym144490	tt0020269
ym158905	tt0060760
ym149260	tt0408961
ym156008	tt0043596
ym162300	tt0003942
ym145726	tt0348593
ym148255	tt0388482
ym151508	tt0098308
ym165258	tt0139151
ym169881	tt1102308
ym183097	tt0044090
ym154412	tt0093980
ym146710	tt0060304
ym145448	tt0064217
ym148074	tt0341470
ym161153	tt0034864
ym176546	tt0033861
ym174189	tt0468536
ym170647	tt0099982
ym171508	tt0112547
ym157498	tt0476013
ym146642	tt0051207
ym173006	tt0037843
ym166815	tt0050481
ym152172	tt0076543
ym177047	tt0043953
ym162274	tt0132687
ym163671	tt0023491
ym151802	tt0143849
ym161423	tt0118837
ym148970	tt0249516
ym154092	tt0118048
ym150802	tt0043435
ym166564	tt0020893
ym149169	tt0053149
ym169604	tt0960886
ym162941	tt0007809
ym152283	tt0493389
ym162782	tt0119717
ym151563	tt0051713
ym171728	tt0040626
ym145963	tt0103759
ym158750	tt0055783
ym145978	tt0035244
ym163522	tt0042752
ym145145	tt0281358
ym157934	tt0349058
ym146596	tt0119815
ym181506	tt0010206
ym157030	tt0119657
ym144720	tt0189584
ym166343	tt0001107
ym154836	tt0848390
ym151220	tt0057453
ym164406	tt0019522
ym167576	tt0014499
ym144855	tt0061391
ym168718	tt0069542
ym183172	tt0021763
ym144032	tt0196229
ym145024	tt0249380
ym180714	tt0054940
ym152719	tt0113965
ym161626	tt0928194
ym183325	tt1512245
ym160379	tt0379754
ym143542	tt0065126
ym181317	tt0100681
ym175966	tt0019889
ym179992	tt0780030
ym182913	tt0864331
ym149622	tt0084556
ym152177	tt0079590
ym166683	tt0032849
ym178089	tt0305778
ym177807	tt0027357
ym154521	tt0101664
ym167626	tt1280501
ym144389	tt0107818
ym145030	tt0006414
ym163041	tt0113720
ym162931	tt0008401
ym150799	tt0176244
ym165255	tt0041429
ym149670	tt0092576
ym177301	tt0072687
ym145704	tt0449869
ym171953	tt0069786
ym164405	tt0062883
ym176986	tt0209189
ym183905	tt0072400
ym169470	tt217671
ym181848	tt0819134
ym178452	tt0035996
ym173376	tt0239341
ym144033	tt0278035
ym144089	tt0051380
ym178737	tt0194445
ym162014	tt0008020
ym175373	tt0040284
ym150012	tt0454841
ym171429	tt1458924
ym148023	tt0067302
ym148157	tt0023686
ym147927	tt0043677
ym176514	tt1547234
ym159017	tt1135985
ym176879	tt0241373
ym148026	tt0041968
ym148222	tt0075016
ym153439	tt0498097
ym175821	tt0087901
ym151888	tt0091759
ym160384	tt0045665
ym147244	tt0118929
ym182285	tt0067521
ym146559	tt0085838
ym146935	tt0120394
ym144481	tt0078935
ym177903	tt0154683
ym172414	tt0119629
ym164522	tt0016626
ym144433	tt0096486
ym178329	tt0435983
ym147066	tt0064133
ym165807	tt0276472
ym180403	tt0083594
ym177394	tt0043341
ym153450	tt0092783
ym152567	tt0392023
ym151919	tt0473389
ym154426	tt0068688
ym156229	tt0329784
ym147180	tt0282599
ym158939	tt0062432
ym171789	tt0106786
ym163020	tt0040451
ym163325	tt0041947
ym153682	tt0339827
ym178393	tt0260775
ym167521	tt0073068
ym164843	tt0489010
ym178916	tt0308363
ym144479	tt0107692
ym165302	tt0297780
ym168877	tt0042253
ym146271	tt0271027
ym146570	tt0202470
ym156728	tt0090627
ym164055	tt0117214
ym146476	tt0106341
ym172948	tt1320082
ym161610	tt0142388
ym180302	tt0034956
ym166444	tt0080131
ym162651	tt0228387
ym164328	tt0891485
ym181509	tt0073656
ym163124	tt0034622
ym160142	tt0910934
ym144080	tt0337909
ym161096	tt0050805
ym174557	tt0137847
ym174347	tt1242422
ym144161	tt0210070
ym176625	tt0081230
ym167571	tt1262955
ym168969	tt0230142
ym158274	tt0153545
ym182956	tt1540400
ym163235	tt0189592
ym144382	tt0070909
ym178206	tt1019894
ym161074	tt0027952
ym179180	tt0277187
ym171284	tt0111292
ym177904	tt0000575
ym152929	tt0756222
ym177644	tt0101420
ym178057	tt0370240
ym151215	tt0105428
ym159847	tt0950749
ym161959	tt0951216
ym147551	tt0049169
ym165802	tt0380291
ym174175	tt0063607
ym182466	tt0028135
ym153844	tt0097341
ym171185	tt0008639
ym159345	tt0089540
ym149105	tt0461872
ym174570	tt0045009
ym144555	tt0104868
ym166028	tt0004324
ym155394	tt0199535
ym172025	tt0112708
ym143654	tt0020488
ym155901	tt0040669
ym178570	tt0115583
ym172922	tt0174918
ym159190	tt0084014
ym182606	tt0198451
ym146235	tt0052278
ym174788	tt0090236
ym151436	tt0343788
ym166500	tt0067329
ym176462	tt1407049
ym170614	tt0073869
ym171680	tt1130087
ym167946	tt0100594
ym170487	tt1319716
ym151518	tt0056560
ym151225	tt0092632
ym179314	tt0040898
ym166177	tt0006109
ym161124	tt0094248
ym149087	tt0041948
ym174095	tt0064909
ym166242	tt0008931
ym174597	tt0232613
ym154920	tt0321450
ym155427	tt0019074
ym157124	tt0028056
ym157686	tt0037722
ym158923	tt0062445
ym162799	tt0010580
ym183203	tt1291068
ym152873	tt0051911
ym148597	tt0060802
ym154937	tt0410185
ym147926	tt0435625
ym150821	tt0059339
ym154340	tt0377321
ym143264	tt0033980
ym147450	tt0045920
ym146746	tt0119695
ym170604	tt0119988
ym162873	tt0163579
ym171366	tt0031347
ym166950	tt0194519
ym172954	tt0084210
ym173974	tt0067667
ym156084	tt0246103
ym173301	tt0001673
ym157278	tt0024956
ym144140	tt0112864
ym174093	tt0060439
ym145315	tt0094712
ym144232	tt0265298
ym160328	tt0021115
ym149012	tt0406098
ym153455	tt0423169
ym178645	tt0188825
ym158327	tt0185014
ym171741	tt1309561
ym173650	tt0078386
ym181432	tt0978649
ym151849	tt0094007
ym158069	tt0318997
ym165932	tt0015268
ym146522	tt0366548
ym173026	tt0053610
ym154792	tt0409781
ym174987	tt0025370
ym168458	tt0391407
ym173827	tt0016308
ym169768	tt0188388
ym179383	tt0090907
ym145640	tt0362270
ym154399	tt0109266
ym181412	tt0053410
ym158546	tt0924260
ym178768	tt0206312
ym182914	tt0273501
ym162994	tt0009689
ym182331	tt0047178
ym183961	tt0424743
ym149007	tt0054387
ym180504	tt0235014
ym148365	tt0275947
ym182418	tt0117088
ym168110	tt0062630
ym173260	tt0314176
ym144004	tt0028231
ym153873	tt0284929
ym147039	tt0243155
ym160258	tt0035610
ym174257	tt0039938
ym175545	tt0075250
ym160114	tt0095733
ym182522	tt0025114
ym163172	tt0123273
ym153433	tt0147811
ym157621	tt0031619
ym156345	tt0338434
ym181434	tt1355599
ym177702	tt0100267
ym144079	tt0104815
ym152149	tt0403508
ym180624	tt0063595
ym178805	tt0074891
ym175351	tt1609807
ym150318	tt0057697
ym157841	tt0246456
ym171315	tt0054817
ym156599	tt0287846
ym161604	tt0213695
ym156543	tt0037263
ym169799	tt0057394
ym183552	tt0005910
ym177128	tt179074
ym170431	tt0838241
ym158600	tt0105478
ym171201	tt0013229
ym164477	tt0011939
ym173328	tt0246145
ym165179	tt0072305
ym183520	tt0081012
ym161649	tt0062150
ym169555	tt0048697
ym163045	tt0048523
ym153816	tt0034522
ym183607	tt0250483
ym164688	tt0270841
ym164467	tt1159502
ym171240	tt1190858
ym178076	tt0077502
ym175076	tt0038434
ym167727	tt0122279
ym183205	tt0056079
ym165190	tt0082404
ym183681	tt0088471
ym147038	tt0061595
ym144557	tt0113101
ym147393	tt0021646
ym147461	tt0109028
ym162456	tt0395425
ym177920	tt0243542
ym174686	tt0041209
ym144951	tt0070047
ym180270	tt0432813
ym170510	tt1244599
ym166801	tt0057908
ym171677	tt0246593
ym163282	tt0044205
ym179348	tt1094594
ym158845	tt0065374
ym148875	tt0112556
ym145378	tt0035799
ym179486	tt0003947
ym162104	tt0151727
ym159876	tt0293625
ym165656	tt0765451
ym166009	tt0026046
ym143367	tt0078444
ym143480	tt0017822
ym182764	tt008932
ym168633	tt0354503
ym148019	tt0416243
ym150758	tt0448424
ym183066	tt0087479
ym180611	tt0030381
ym179541	tt0022460
ym152116	tt0791304
ym165222	tt0018261
ym159612	tt0148353
ym178056	tt0120245
ym173559	tt0025366
ym150810	tt0482546
ym162008	tt0007942
ym167545	tt0026834
ym144167	tt0335266
ym164157	tt0008176
ym174618	tt0042674
ym175445	tt0020919
ym183838	tt0378238
ym156582	tt0053361
ym173275	tt1392197
ym176707	tt0036630
ym164787	tt0016022
ym177725	tt0472044
ym175233	tt0059913
ym171148	tt0021483
ym143723	tt0048947
ym174321	tt0353725
ym166919	tt0107525
ym164652	tt0053903
ym168493	tt0090323
ym160167	tt0097971
ym172236	tt0115928
ym155991	tt0040268
ym164068	tt0478813
ym180140	tt0055404
ym171026	tt0086616
ym180376	tt0044378
ym170664	tt0078792
ym153565	tt0466816
ym158348	tt0810924
ym182147	tt0029898
ym162379	tt0024952
ym168224	tt0108528
ym152680	tt0028070
ym159686	tt0044761
ym145156	tt0147612
ym165396	tt0030473
ym184036	tt0076162
ym162148	tt0018095
ym152147	tt0477253
ym175443	tt0091863
ym166674	tt0030102
ym173364	tt1516002
ym178077	tt0127962
ym155693	tt0159127
ym167422	tt0064137
ym172467	tt0907676
ym180593	tt0233304
ym170648	tt0106586
ym158277	tt0034161
ym180944	tt0280580
ym164336	tt0013527
ym167045	tt0066469
ym155535	tt0040548
ym165903	tt0009140
ym165259	tt0084157
ym152513	tt0068727
ym182456	tt0037779
ym151261	tt0041822
ym175693	tt0483098
ym153138	tt0007761
ym163483	tt0042408
ym152851	tt0136244
ym157888	tt0017354
ym171135	tt1282140
ym150478	tt0489007
ym170170	tt1328913
ym149634	tt0402894
ym178276	tt0101985
ym182763	tt0168548
ym182432	tt0026455
ym175362	tt0497951
ym157020	tt0232960
ym158772	tt0064857
ym171227	tt0984056
ym151835	tt0085496
ym180574	tt0213815
ym177139	tt0304081
ym156952	tt0889600
ym144707	tt0264935
ym158293	tt0035613
ym153849	tt0027088
ym161451	tt0270220
ym166804	tt0175997
ym146372	tt0059903
ym143185	tt0032599
ym167896	tt0424081
ym172450	tt0418315
ym172143	tt1236441
ym155221	tt0403237
ym174685	tt0040302
ym143871	tt0093409
ym143768	tt0080546
ym161386	tt0847897
ym164119	tt0008810
ym167098	tt0395258
ym164507	tt0118183
ym158099	tt0098276
ym161693	tt0497316
ym158698	tt0183550
ym148645	tt0265713
ym170749	tt0186004
ym151823	tt0054371
ym152236	tt0822845
ym164542	tt0069593
ym161928	tt1620620
ym167956	tt0123822
ym177668	tt430289
ym155591	tt0083428
ym153149	tt0118612
ym145565	tt0407708
ym170675	tt0045841
ym151074	tt0469027
ym152246	tt0139876
ym147447	tt0098692
ym178097	tt0284605
ym181661	tt0096862
ym161875	tt0254732
ym183576	tt0248185
ym147176	tt0028190
ym164499	tt0814314
ym149781	tt0034786
ym179195	tt0038687
ym177071	tt0390538
ym149589	tt0120238
ym146571	tt0120692
ym169832	tt0052354
ym153928	tt0195761
ym144395	tt0167456
ym149885	tt0101356
ym160072	tt1025102
ym174661	tt0065085
ym172304	tt0843612
ym175739	tt0062112
ym153486	tt0040221
ym158449	tt0230141
ym148265	tt0113735
ym174097	tt0226533
ym169566	tt0050382
ym174555	tt0260112
ym143530	tt0047849
ym157089	tt0037577
ym150467	tt0038826
ym148088	tt0231448
ym154657	tt0069974
ym159234	tt0276868
ym159873	tt0802821
ym163064	tt0084198
ym160980	tt0092719
ym149998	tt0108941
ym162313	tt0221322
ym155695	tt0159054
ym158278	tt64117
ym162050	tt0082522
ym180746	tt0006713
ym181444	tt0056851
ym147574	tt0074597
ym156903	tt0119223
ym155659	tt0470263
ym164661	tt0009701
ym147043	tt0063643
ym150807	tt0096875
ym142858	tt0047898
ym145493	tt0116136
ym165414	tt0332699
ym169287	tt0816683
ym172613	tt0246119
ym152602	tt0039294
ym145720	tt0250797
ym168860	tt0044138
ym173130	tt1207926
ym182634	tt0052012
ym167768	tt0913413
ym178112	tt0386423
ym151250	tt0038026
ym183362	tt0057637
ym157296	tt0017449
ym151387	tt0441774
ym168914	tt0033110
ym165541	tt0016142
ym149031	tt0460400
ym176880	tt1094278
ym177610	tt0127354
ym143764	tt0056541
ym182397	tt0048295
ym146772	tt0068000
ym175665	tt0124825
ym175419	tt199315
ym177236	tt0118840
ym163894	tt0145033
ym151092	tt0082498
ym143186	tt0236493
ym146193	tt0082945
ym163030	tt0156632
ym164470	tt0043150
ym147710	tt0075214
ym171956	tt0078278
ym145850	tt0314197
ym176470	tt0384220
ym143624	tt0174856
ym149491	tt0454776
ym172289	tt0116350
ym184044	tt0047131
ym159613	tt0053767
ym153340	tt0462200
ym164513	tt0386695
ym176557	tt0331558
ym143903	tt0083967
ym155405	tt0804330
ym171976	tt0004869
ym160397	tt0972883
ym153291	tt0488380
ym152587	tt0097758
ym158990	tt0040350
ym165403	tt0029648
ym147109	tt0158423
ym179808	tt0157124
ym181373	tt0200664
ym148140	tt0053719
ym150959	tt0326901
ym153053	tt0101744
ym169222	tt0206742
ym171632	tt0100757
ym144789	tt0109219
ym153893	tt0033014
ym148698	tt0037168
ym167496	tt0275577
ym159655	tt0052325
ym155733	tt0182015
ym165984	tt0255676
ym162264	tt0090091
ym160198	tt0902292
ym152695	tt0800080
ym168761	tt1263704
ym147252	tt0045544
ym150088	tt0015136
ym150164	tt0033029
ym172139	tt1002963
ym162033	tt0009696
ym159861	tt0069019
ym168856	tt0838231
ym168163	tt0044764
ym148360	tt0047067
ym147843	tt0093693
ym160190	tt0785077
ym179389	tt1093824
ym161458	tt0256016
ym160552	tt0008687
ym156645	tt0079028
ym180172	tt0375828
ym150232	tt0330501
ym165755	tt0037428
ym160543	tt0466198
ym148925	tt0095403
ym158188	tt0366304
ym152891	tt0019079
ym168062	tt0058132
ym154949	tt0037027
ym147987	tt0069895
ym177424	tt0034875
ym163753	tt0346135
ym180213	tt0166890
ym156378	tt0120714
ym165949	tt0173771
ym152087	tt0765429
ym180527	tt0234782
ym167832	tt0075663
ym148631	tt0404325
ym166125	tt0006090
ym144102	tt0088000
ym147338	tt0069273
ym173542	tt0288715
ym154276	tt0399942
ym159145	tt0078517
ym183826	tt0492463
ym158467	tt0048395
ym143901	tt0069952
ym157342	tt0094360
ym149834	tt0035916
ym152639	tt0113636
ym182135	tt0023616
ym183769	tt1525784
ym165500	tt0010824
ym158363	tt0777991
ym147967	tt0064860
ym149077	tt0389790
ym183875	tt0103837
ym157218	tt0077038
ym152181	tt0029222
ym152561	tt1092082
ym155211	tt0076054
ym159029	tt0109642
ym144109	tt0113409
ym150585	tt0434440
ym157588	tt0124294
ym147558	tt0175526
ym155081	tt0088751
ym153406	tt0036174
ym174365	tt0057218
ym167533	tt0023764
ym171858	tt0233277
ym184033	tt0940766
ym179286	tt1039651
ym162640	tt0037761
ym158206	tt0048604
ym148726	tt0105200
ym146629	tt0127919
ym164397	tt0017565
ym170281	tt0071991
ym157437	tt0049108
ym150663	tt0219565
ym176657	tt0017998
ym183275	tt0021051
ym167681	tt0054868
ym175523	tt0061948
ym143402	tt0100851
ym158215	tt0097457
ym142951	tt0109830
ym151440	tt0082370
ym159289	tt0039868
ym159841	tt0018513
ym159842	tt0088678
ym159593	tt0444418
ym174351	tt0040665
ym142989	tt0082979
ym166251	tt0024418
ym172513	tt0017164
ym152696	tt0033022
ym149145	tt0265349
ym144056	tt0071249
ym183048	tt0061911
ym144717	tt0112913
ym160564	tt0001659
ym165423	tt0058232
ym178636	tt0295193
ym171762	tt1220198
ym146316	tt0355295
ym173464	tt0149372
ym170988	tt0362820
ym172699	tt0156576
ym147654	tt0036027
ym170294	tt0065430
ym149865	tt0090488
ym163301	tt0037550
ym152329	tt0479968
ym183525	tt0046408
ym174280	tt0041550
ym165901	tt0051666
ym179480	tt0058951
ym168786	tt1334413
ym165326	tt0022663
ym159525	tt0039806
ym174879	tt0066988
ym181794	tt0081546
ym180675	tt0092764
ym171187	tt0009630
ym151393	tt0012600
ym166082	tt0027908
ym161455	tt0011942
ym159152	tt1010271
ym152699	tt0024188
ym148448	tt0051128
ym165243	tt0099869
ym151485	tt0076191
ym165544	tt0106850
ym182342	tt0033078
ym162272	tt0003658
ym148335	tt0417001
ym159147	tt0100728
ym162069	tt0029309
ym170449	tt0006761
ym167793	tt89564
ym183104	tt0094343
ym145692	tt0337876
ym145737	tt0287978
ym168470	tt0362496
ym176884	tt0091787
ym178351	tt0035257
ym158985	tt0497465
ym157932	tt0782154
ym152883	tt0018083
ym145551	tt0385004
ym154473	tt0066542
ym145811	tt0117619
ym162157	tt0019489
ym151236	tt0420901
ym151790	tt0278504
ym173645	tt0105712
ym151017	tt0317950
ym175232	tt0020147
ym155594	tt0488120
ym150653	tt0040407
ym147389	tt0046728
ym152775	tt0867235
ym170926	tt0027258
ym147768	tt0072362
ym152332	tt0041555
ym169016	tt0327648
ym160237	tt0016109
ym157062	tt0044333
ym151359	tt0177882
ym158471	tt0061378
ym166916	tt0078084
ym150279	tt0064975
ym162832	tt1141650
ym165497	tt0010682
ym148460	tt0091464
ym149362	tt0280491
ym151330	tt0443450
ym177064	tt0188913
ym174273	tt0056733
ym166551	tt1258157
ym170837	tt0944114
ym179252	tt0157134
ym165151	tt1138457
ym163192	tt0039277
ym174422	tt0031853
ym155558	tt0022454
ym174622	tt0093347
ym173357	tt1116184
ym162133	tt0014907
ym144386	tt0120794
ym145348	tt0104990
ym159231	tt0099364
ym168434	tt0839930
ym169185	tt0091795
ym153693	tt0221344
ym167617	tt0194722
ym181292	tt0041771
ym156017	tt0026205
ym183569	tt0390468
ym175544	tt0052606
ym183074	tt0063122
ym143020	tt0246578
ym144945	tt0086320
ym179776	tt0184748
ym183561	tt0248012
ym151121	tt0119310
ym180757	tt0044009
ym181508	tt0071177
ym181352	tt0196817
ym149171	tt0089981
ym171503	tt1341167
ym147469	tt0396555
ym160852	tt0219467
ym144634	tt0218839
ym179271	tt0219233
ym161683	tt0015164
ym172187	tt0470077
ym172016	tt0196077
ym150463	tt0060330
ym156898	tt0035759
ym164379	tt0904128
ym143579	tt0113326
ym172336	tt0015876
ym153865	tt0017632
ym145443	tt0053825
ym147361	tt0084737
ym181027	tt452803
ym147867	tt0117628
ym151107	tt0076941
ym153594	tt0023439
ym183860	tt0005757
ym161761	tt0416044
ym171122	tt00003746
ym163324	tt0105108
ym176415	tt0199651
ym146429	tt0332136
ym183785	tt0309396
ym177477	tt0470610
ym156478	tt0304455
ym145027	tt0087091
ym168167	tt0421593
ym169390	tt0045283
ym179744	tt0929419
ym181790	tt0452639
ym160439	tt0200465
ym173382	tt0035860
ym146573	tt0032811
ym145346	tt0105652
ym147070	tt0255713
ym183229	tt0127003
ym153456	tt0279889
ym151304	tt0051084
ym163512	tt0047890
ym172970	tt0061831
ym175894	tt0056601
ym153347	tt0370433
ym163586	tt0236977
ym155782	tt0485863
ym147812	tt0251174
ym153002	tt0393635
ym172265	tt0086036
ym156912	tt0117571
ym149323	tt0007613
ym165169	tt1094291
ym168870	tt1325734
ym152422	tt0104105
ym147326	tt0346223
ym162515	tt0311602
ym158784	tt0406046
ym146902	tt0208988
ym172993	tt0059771
ym144603	tt0108065
ym173548	tt1488569
ym161052	tt0026862
ym181381	tt0059593
ym161245	tt0079580
ym158123	tt0830575
ym178918	tt0004393
ym164909	tt1139668
ym182273	tt0041426
ym158173	tt0029530
ym153692	tt0040586
ym158569	tt0356005
ym151568	tt0278522
ym171767	tt1320347
ym158224	tt0095513
ym160002	tt0076033
ym181223	tt0051211
ym163795	tt1079448
ym161979	tt0790709
ym155342	tt0470340
ym161073	tt0079308
ym158055	tt0837800
ym152709	tt0193331
ym157238	tt0045494
ym170949	tt0078030
ym165681	tt0041944
ym174063	tt0225543
ym151515	tt0120100
ym164243	tt0235503
ym145639	tt0120169
ym173045	tt0063219
ym156248	tt0112716
ym158095	tt0317211
ym182224	tt0023909
ym153860	tt0102598
ym156578	tt0356505
ym143245	tt0044121
ym148182	tt0200027
ym162658	tt0423992
ym167129	tt1132472
ym172005	tt0039174
ym180479	tt0162988
ym150741	tt0060647
ym175079	tt0045173
